NAME,STATUS,ISIN CODE,CODE,TRADING COUNTER NAME
TERMOCPWRUS$425M7.75%N310917R,,USE90508AA52,TMDB,TermoCPwrn7.75%310917R
TERUMOCORPJPY50BN211206,,XS1139279845,21MB,TerumoCorp n211206S
TESLA 3XLONGSOCGEN 261006,,LU2517561044,TSYW,TESLA 3xLongSG261006
TESLA 3XLONGSOCGEN 261204,,LU2517563685,TSTW,TESLA 3xLongSG261204US$
TESLA 3XSHORTSOCGEN 261006,,LU2517561127,TSXW,TESLA 3xShortSG261006
TESLA 3XSHORTSOCGEN 261204,,LU2517563768,TSUW,TESLA 3xShortSG261204US$
TESLA 3XSHORTSOCGEN 280330,,LU2079531641,RLSW,TESLA 3xShortSG280330
TEWOO GP US$200M5.5%B220406,,XS1592506957,6R3B,Tewoo Gpb5.5%220406S
TEWOO GP US$300M4.625%B200406,,XS1587894343,6R2B,Tewoo Gpb4.625%200406S
TEWOO GP4 US$500M3.15%B201201,,XS1725553736,86GB,Tewoo Gp4b3.15%201201S
TEWOO GP5 US$450M5.8%PCS,,XS1789638480,8MEB,Tewoo Gp5 5.8%PCS S
TEWOO US$300M4.5%N191216,,XS1529757830,66MB,Tewoo n4.5%191216S
TH INT US$50MF261210A,,US87251CAA45,TWTB,TH Int f261210A
TH INT USD50MF261210D,,US87251CAB28,FFGB,TH Int f261210D
TH INT USD89.922201MF290930D,,US87251CAD83,5S2B,TH Int f290930D
THAI BEVERAGE PUBLIC CO LTD,,TH0902010014,Y92,ThaiBev
THAIOILPUBUS$500M3.625%230123A,,US88322MAA53,2OCB,ThaiOil3.625%230123A
THAIOILPUBUS$500M3.625%230123R,,USY8620BAP68,2ODB,ThaiOil3.625%230123R
THAIOILPUBUS$500M4.875%430123A,,US88322MAB37,2OEB,ThaiOil4.875%430123A
THAIOILPUBUS$500M4.875%430123R,,USY8620BAQ42,2OFB,ThaiOil4.875%430123R
THAIOILTREUS$400M2.5%N300618A,,US88322YAK73,FDEB,ThaiOilTr n2.5%300618A
THAIOILTREUS$400M2.5%N300618R,,US88323AAG76,ITTB,ThaiOilTr n2.5%300618R
THAIOILTREUS$400M4.625%281120A,,US88322YAC57,EMLB,ThaiOilTr4.625%281120A
THAIOILTREUS$400M4.625%281120R,,US88323AAC62,V4NB,ThaiOilTr4.625%281120R
THAIOILTREUS$565M3.5%491017A,,US88322YAE14,VUVB,ThaiOilTr3.5%491017A
THAIOILTREUS$565M3.5%491017R,,US88323AAE29,V9IB,ThaiOilTr3.5%491017R
THAIOILTREUS$600M3.75%N500618A,,US88322YAL56,45FB,ThaiOilTr n3.75%500618A
THAIOILTREUS$600M3.75%N500618R,,US88323AAH59,TWFB,ThaiOilTr n3.75%500618R
THAIOILTREUS$600M5.375%481120A,,US88322YAD31,9VLB,ThaiOilTr5.375%481120A
THAIOILTREUS$600M5.375%481120R,,US88323AAD46,EQGB,ThaiOilTr5.375%481120R
THAIOIUS$283.619M3.625%230123A,,US88322YAA91,8QQB,ThaiOil n3.625%230123A
THAIOIUS$283.619M3.625%230123R,,US88323AAA07,8QRB,ThaiOil n3.625%230123R
THAIOIUS$327.587M4.875%430123A,,US88322YAB74,8QSB,ThaiOil n4.875%430123A
THAIOIUS$327.587M4.875%430123R,,US88323AAB89,8QTB,ThaiOil n4.875%430123R
THAKRAL CORPORATION LTD,,SG1AJ2000005,AWI,Thakral
THE HOUR GLASS LIMITED,,SG1AE9000009,AGS,TheHourGlass
THE PLACE HOLDINGS LIMITED,,SG1Q02920318,E27,The Place Hldg
THE TRENDLINES GROUP LTD.,,IL0011328858,42T,Trendlines
THECHIBABANKUS$300M1.35%260908,,XS2382296858,FXQB,TheChibaBk n1.35%260908S
THECHIBABANKUS$300M2.55%191030,,XS1121344920,19QB,TheChibaBk n2.55%191030S
THECHUGOKUUSD500M5.742%B350114,,XS2963902759,5O4B,TheChugokub5.742%350114S
THEDAI_ICHILIFE US$2.5B4%PSECR,,USJ09748AD66,4L2B,The Dai-Ichi 4%PSec R
THEDAI-ICHILIFE US$2.5B4%PSECA,,US23380YAD94,4L1B,The Dai-Ichi 4%PSec A
THEDAI-ICHILIFE US$2B6.2%PERPA,,US23381LAA26,FLUB,The Dai-Ichi 6.2%Perp A
THEDAI-ICHILIFE US$2B6.2%PERPR,,USJ1121LAA38,8K6B,The Dai-Ichi 6.2%Perp R
THEISRAELELEUS$1B7.25%N190115A,,US46507MAA09,3QFB,IsraelEn7.25%190115A
THEISRAELELEUS$1B7.25%N190115R,,US46507NAA81,3QGB,IsraelEn7.25%190115R
THEISRAELUS$500M6.875%N230621A,,US46507MAE21,2WWB,IsraelEn6.875%230621A
THEISRAELUS$500M6.875%N230621R,,US46507NAE04,2WXB,IsraelEn6.875%230621R
THEISRAELUS$600M5.625%N180621A,,US46507MAD48,2WUB,IsraelEn5.625%180621A
THEISRAELUS$600M5.625%N180621R,,US46507NAD21,2WVB,IsraelEn5.625%180621R
THEKANSAIEUS$500M5.037%B300226,,XS3007477444,FLRB,TheKansaiEb5.037%300226S
THENORINB US$500M1.284%260922A,,US656029AG08,YLJB,TheNorinB n1.284%260922A
THENORINB US$500M1.284%260922R,,USJ5901UAC65,8F4B,TheNorinB n1.284%260922R
THENORINB US$500M2.08%310922A,,US656029AH80,YEWB,TheNorinB n2.08%310922A
THENORINB US$500M2.08%310922R,,USJ5901UAD49,GMGB,TheNorinB n2.08%310922R
THENORINB US$500M4.674%300909A,,US656029AP07,Y8UB,TheNorinB n4.674%300909A
THENORINB US$500M4.674%300909R,,USJ5901UAG79,MHAB,TheNorinB n4.674%300909R
THENORINB US$500M4.867%270914A,,US656029AJ47,OBYB,TheNorinB n4.867%270914A
THENORINB US$500M4.867%270914R,,USJ5901UAE22,WPAB,TheNorinB n4.867%270914R
THENORINB US$500M5.071%320914A,,US656029AK10,5X4B,TheNorinB n5.071%320914A
THENORINB US$500M5.071%320914R,,USJ5901UAF96,VQJB,TheNorinB n5.071%320914R
THENORINB US$500M5.094%291016A,,US656029AN58,XXLB,TheNorinB n5.094%291016A
THENORINB US$500M5.094%291016R,,USJ5903AAA28,9YTB,TheNorinB n5.094%291016R
THENORINB US$500M5.359%350909A,,US656029AQ89,QXYB,TheNorinB n5.359%350909A
THENORINB US$500M5.359%350909R,,USJ5901UAH52,PQSB,TheNorinB n5.359%350909R
THENORINB US$500M5.43%280309A,,US656029AL92,FDXB,TheNorinB n5.43%280309A
THENORINB US$500M5.43%280309R,,USJ5901UCR17,QEUB,TheNorinB n5.43%280309R
THESOUTHNUS$500M5.325%N570621A,,US842587CZ86,75MB,TheSouthn n5.325%570621A
THESOUTHNUS$500M5.325%N570621R,,USU84258AC36,75NB,TheSouthn n5.325%570621R
THETA CAP US$425M6.75%N261031,,XS1506085114,61AB,ThetaCap n6.75%261031S
THETA CAPITAL US$150M7%N190516,,XS0780192471,2DBB,ThetaCap 7%190516S
THICAPITALUS$300M5.1%B260519,,XS2616460056,FONB,THICapital b5.1%260519S
THOMSON MED S$120M5.5%N280531,,SGXF52537366,V2AB,ThomsonM n5.5%280531S
THOMSON MED S$155M5.25%N270513,,SGXF30304939,HUHB,ThomsonM n5.25%270513S
THOMSON MED S$160M4.65%N291029,,SGXF42557540,9BQB,ThomsonM n4.65%291029S
THOMSON MEDICAL GROUP LIMITED,,SG1M49904634,A50,Thomson Medical
THREEGORGESUS$1B 3.15%260602A,,US88556LAC00,4E1B,ThreeGorgesn3.15%260602A
THREEGORGESUS$1B 3.15%260602R,,USG8850LAC49,4E0B,ThreeGorgesn3.15%260602R
THREEGORGESUS$350M3.2%N491016,,XS2053345992,JGNB,ThreeGorgesn3.2%491016S
THREEGORGESUS$500M1.3%N250922A,,US88556LAD82,IYQB,ThreeGorges n1.3%250922A
THREEGORGESUS$500M1.3%N250922R,,USG8850LAF79,PSWB,ThreeGorges n1.3%250922R
THREEGORGESUS$500M2.3%210602A,,US88556LAB27,4E2B,ThreeGorgesn2.3%210602A
THREEGORGESUS$500M2.3%210602R,,USG8850LAB65,4E3B,ThreeGorgesn2.3%210602R
THREEGORGESUS$700M 3.7%250610A,,US88556LAA44,30YB,ThreeGorges3.7%250610A
THREEGORGESUS$700M 3.7%250610R,,USG8850LAA82,30ZB,ThreeGorges3.7%250610R
THREEGORGEUS$500M2.15%N300922A,,US88556LAE65,WWIB,ThreeGorgesn2.15%300922A
THREEGORGEUS$500M2.15%N300922R,,USG8850LAG52,VFAB,ThreeGorgesn2.15%300922R
TIANJIN PHARM DA REN TANG GRP,,CNE100000924,T14,TJ DaRenTang USD
TIERRA ML US$953M5.75%N401201A,,US30260LAA35,NONB,Tierra ML n5.75%401201A
TIERRA ML US$953M5.75%N401201R,,USL3500LAA72,MSIB,Tierra ML n5.75%401201R
TIH LIMITED,,SG1A82000914,T55,TIH
TIMESCHINA US$1.008BZ270330A,,XS3229097053,XZDB,Times China z270330A1
TIMESCHINA US$1.008BZ270330D,,XS3229097723,XCDB,Times China z270330D1
TIMESCHINA US$1.008BZ270330R,,XS3229098028,ECHB,Times China z270330R1
TIMESCHINA US$190M4.0%N290330A,,XS3229095602,SNFB,Times China n4.0%290330A
TIMESCHINA US$190M4.0%N290330D,,XS3229095784,SIJB,Times China n4.0%290330D
TIMESCHINA US$190M4.0%N290330R,,XS3229095867,FJVB,Times China n4.0%290330R
TIMESCHINA US$302.668MZ270330A,,XS3229098291,UQLB,Times China z270330A2
TIMESCHINA US$302.668MZ270330D,,XS3229098374,HHTB,Times China z270330D2
TIMESCHINA US$302.668MZ270330R,,XS3229098531,JGDB,Times China z270330R2
TIMESCHINA US$399M4.5%N330930A,,XS3229096592,CZKB,Times China n4.5%330930A
TIMESCHINA US$399M4.5%N330930D,,XS3229096675,Z4KB,Times China n4.5%330930D
TIMESCHINA US$399M4.5%N330930R,,XS3229096758,XECB,Times China n4.5%330930R
TIMESCHINA US$825M4.2%N320930A,,XS3229095941,ROVB,Times China n4.2%320930A
TIMESCHINA US$825M4.2%N320930D,,XS3229096246,TVDB,Times China n4.2%320930D
TIMESCHINA US$825M4.2%N320930R,,XS3229096329,XCQB,Times China n4.2%320930R
TINGYI US$500M1.625%N250924,,XS2225678312,VXPB,Tingyi n1.625%250924S
TIONG SENG HOLDINGS LIMITED,,SG1BH4000005,BFI,Tiong Seng
TIONG WOON CORP HOLDING LTD,,SG1CF7000004,BQM,Tiong Woon
TMB BANK CNY600M5.5%N180309,,XS1155120485,25KB,TMB 5.5%180309S
TML HLDG US$425M 4.35%N260609,,XS2350621517,PDDB,TML n4.35%260609S
TNBGBLUS$750M3.244%SUKUK261019,,XS1505674918,4Z5B,TNB Gbl suk3.244%261019S
TNBGBLUS$750M4.851%SUKUK281101,,XS1897339096,VNTB,TNB Gbl suk4.851%281101S
TOKYUCORPJPY30BZ280929,,XS2635167450,A98B,TokyuCorp z280929S
TOKYUCORPJPY30BZ300930,,XS2635167963,GGSB,TokyuCorp z300930S
TOMONI RE A US$100MF280405,,US89009PAE88,8T9B,TomoniRe A f280405S
TOMONI RE B US$100MF280405,,US89009PAF53,XYNB,TomoniRe B f280405S
TONGYANG US$500M6.25%350507,,XS3045733840,Z8CB,Tongyang 6.25%350507S
TOP GLOVE CORPORATION BHD,,MYL7113OO003,BVA,Top Glove
TOP GLOVE CORPORATION W300209,,MYL7113WA021,ZVUW,Top GloveW300209
TORCHMARKCUS$125M5.275%N571117,,US891027AR59,85GB,TorchmarkCn5.275%571117S
TOSEI CORPORATION,,JP3595070008,S2D,Tosei
TOTAL PLAY US$575M7.5%N251112A,,US89157FAA84,YVGB,Total Play n7.5%251112A
TOTAL PLAY US$575M7.5%N251112R,,USP9190NAB93,QLEB,Total Play n7.5%251112R
TOTALPLAYUS$600M6.375%N280920A,,US89157FAC41,FPCB,TotalPlayn6.375%280920A
TOTALPLAYUS$600M6.375%N280920R,,USP9190NAC76,LARB,TotalPlayn6.375%280920R
TOTALPUS$305.443M10.5%N281231A,,US89157PAA66,V3TB,TotalPlayn10.5%281231A
TOTALPUS$305.443M10.5%N281231R,,USP9190PAG39,TDVB,TotalPlayn10.5%281231R
TOTALPUS$820.7M11.125%N321231A,,US89157PAD06,HTEB,TotalPlayn11.125%321231A
TOTALPUS$820.7M11.125%N321231R,,USP9190PAM07,NPIB,TotalPlayn11.125%321231R
TOTARARE NZD225M F270608,,XS2630523749,PSQB,TotaraRe f270608S
TOTM TECHNOLOGIES LIMITED,,SG1BF8000005,42F,Totm Tech
TOYOTA US$500M3.235%N230316A,,US892330AB73,8MSB,Toyota n3.235%230316A
TOYOTA US$500M3.235%N230316R,,USJ92628BL90,8MTB,Toyota n3.235%230316R
TOYOTA US$500M3.566%N280316A,,US892330AC56,8MUB,Toyota n3.566%280316A
TOYOTA US$500M3.566%N280316R,,USJ92628BM73,8MVB,Toyota n3.566%280316R
TOYOTAINDCF US$10M F291227,,XS2965631885,ZB3B,ToyotaIndCF f291227S
TOYOTAINDCF US$10M F300122,,XS2984219092,XC7B,ToyotaIndCF f300122S
TOYOTAINDCF US$20M F300227,,XS3013244994,EXYB,ToyotaIndCF f300227S
TOYOTAINDCF US$30M F280727,,XS2656440315,TFHB,ToyotaIndCF f280727S
TOYOTAINDCF US$30M F290926,,XS2905615071,LOLB,ToyotaIndCF f290926S
TOYOTAINDCF US$50M F290625,,XS2846749526,9ZHB,ToyotaIndCF f290625S
TOYOTATSUUS$500M2.596%B240919,,XS2051061625,XGPB,ToyotaTsub2.596%240919S
TRAFIGURA US$200M6.875%PERSECT,,XS1721426481,85JB,Trafigura 6.875%PSecT
TRAFIGURA USD400M5.875%PERSEC,,XS2385642041,KUDB,Trafigura 5.875%PerSecS
TRANDEGAS US$750M5.55%N281101A,,US89387YAC57,LTGB,TranDeGas n5.55%281101A
TRANDEGAS US$750M5.55%N281101R,,USP93077AC28,JQFB,TranDeGas n5.55%281101R
TRANSASIA AIR US$75M CB181129,,XS0979033106,2O1B,TransAsia Air cb181129S
TRANS-CHINA AUTOMOTIVE HOLDINGS LIMITED,,KYG9005M1006,VI2,TC Auto
TRANSJAMA US$225M5.75%N361010A,,US893727AA57,VQ1B,TransJama n5.75%361010A
TRANSJAMA US$225M5.75%N361010R,,USP92649AA39,LIPB,TransJama n5.75%361010R
TRANSURBAN EUR350M1.701%N340703,,XS2021470898,KCPB,Transurban1.701%340701S
TRANSURBAN EUR500M1.75%N280329,,XS1681520786,7W1B,Transurban n1.75%280329S
TRANSURBAN EUR600M1.45%N290516,,XS1997077364,TWPB,Transurban n1.45%290516S
TRANSURBAN NOK750M3%N270726,,XS1449824108,4M7B,Transurban n3%270726S
TRANSURBAN US$500M4.5%N280419,,XS1808838434,8RTB,Transurban n4.5%280419S
TRANSURBANEUR600M1.875%N240916,,XS1109744778,15ZB,Transurbann1.875%240916S
TRAVELITE HOLDINGS LTD.,,SG1BF1000002,BCZ,Travelite
TRAVELLERSIHUS$300M6.9%N171103,,XS0550702889,4NFB,Travellern6.9%171103S
TREK 2000 INT'L LTD,,SG1I59882965,5AB,Trek 2000 Intl
TRICKLESTAR LIMITED,,SGXE45760753,CYW,TrickleStar
TRINIDADGENUS$525M7.75%N330616A,,US89636DAB29,TSBB,TrinidadGen7.75%330616A
TRINIDADGENUS$525M7.75%N330616R,,USP9400VAB73,OTUB,TrinidadGen7.75%330616R
TRINIDADGENUS$600M5.25%271104A,,US89636DAA46,61HB,TrinidadGen5.25%271104A
TRINIDADGENUS$600M5.25%271104R,,USP9400VAA90,61IB,TrinidadGen5.25%271104R
TRIP.COM HK SDR 50TO1,,SGXE67782909,HTGD,Trip.com HK SDR 50to1
TRITECH GROUP LIMITED,,SG2G71000001,5G9,Tritech
TRIYARDS HOLDINGS LIMITED,,SG2F20985956,RC5,Triyards
TSH CORPORATION LTD,,SGXE89604008,KUH,TSH
TSH RESOURCES BERHAD,,MYL9059OO006,TSH,TSH Resources
TSMCARIZONAUS$1.25B1.75%261025,,US872898AA96,48BB,TSMCArizona 1.75%261025S
TSMCARIZONAUS$1.25B2.5%311025,,US872898AC52,EACB,TSMCArizona 2.5%311025S
TSMCARIZONAUS$1B3.125%411025,,US872898AD36,OHIB,TSMCArizona3.125%411025S
TSMCARIZONAUS$1B3.25%511025,,US872898AE19,HLUB,TSMCArizona3.25%511025S
TSMCARIZONAUS$1B3.875%N270422,,US872898AF83,GBKB,TSMCArizona3.875%270422S
TSMCARIZONAUS$1B4.25%N320422,,US872898AH40,5E9B,TSMCArizonan4.25%320422S
TSMCARIZONAUS$1B4.5%N520422,,US872898AJ06,9X8B,TSMCArizona n4.5%520422S
TSMCARIZONUS$500M4.125%N290422,,US872898AG66,QTLB,TSMCArizona4.125%290422S
TSMCGLO US$1.1B1.25%N260423A,,US872882AH89,XEOB,TSMCGlob n1.25%260423A
TSMCGLO US$1.1B1.25%N260423R,,USG91139AF57,58QB,TSMCGlob n1.25%260423R
TSMCGLO US$1.25B1.375%N300928A,,US872882AG07,LJWB,TSMCGlob n1.375%300928A
TSMCGLO US$1.25B1.375%N300928R,,USG91139AE82,W1CB,TSMCGlob n1.375%300928R
TSMCGLO US$1.5B2.25%N310423A,,US872882AK19,Y0VB,TSMCGlob n2.25%310423A
TSMCGLO US$1.5B2.25%N310423R,,USG91139AH14,IWOB,TSMCGlob n2.25%310423R
TSMCGLO US$400M4.375%N270722A,,US872882AM74,EGUB,TSMCGlob n4.375%270722A
TSMCGLO US$400M4.375%N270722R,,USG91139AK43,VRGB,TSMCGlob n4.375%270722R
TSMCGLO US$600M4.625%N320722A,,US872882AN57,VF0B,TSMCGlob n4.625%320722A
TSMCGLO US$600M4.625%N320722R,,USG91139AL26,JVDB,TSMCGlob n4.625%320722R
TSMCGLO US$900M1.75%N280423A,,US872882AJ46,TQAB,TSMCGlob n1.75%280423A
TSMCGLO US$900M1.75%N280423R,,USG91139AG31,ULRB,TSMCGlob n1.75%280423R
TSMCGLOUS$1.15B1.625%N180403A,,US872882AC92,2SQB,TSMCGlob1.625%180403A
TSMCGLOUS$1.15B1.625%N180403R,,USG91139AB44,2SRB,TSMCGlob1.625%180403R
TSMCGLOUS$750M1%N270928A,,US872882AF24,XNTB,TSMCGlobn1%270928A
TSMCGLOUS$750M1%N270928R,,USG91139AD00,HKEB,TSMCGlobn1%270928R
TT INTERNATIONAL LIMITED,,SG1I71883728,T09,TT Intl
TUAN SING HOLDINGS LIMITED,,SG2D13002373,T24,Tuan Sing
TUAN SING S$150M7.5%N271102,,SGXF53967174,MQPB,TuanSing n7.5%271102S
TUNG LOK RESTAURANTS(2000) LTD,,SG1J65890803,540,Tung Lok Rest
TUNGHSU US$350M 7.0%N200612,,XS1627203331,74TB,TunghsuVen n7%200612S
TUPYOVERSEAUS$375M4.5%N310216A,,US89990BAB62,9N1B,TupyOversean4.5%310216A
TUPYOVERSEAUS$375M4.5%N310216R,,USL9326VAB29,OWAB,TupyOversean4.5%310216R
TVAZTECA US$400M8.25%N240809,,XS1662406468,7F9B,TVAZTECA n8.25%240809S
TYE SOON LTD,,SG1BH8000001,BFU,Tye Soon
UEPPENOUS$262.664M6.5%N381001A,,US90363PAA49,KPAB,UEPPenonome n6.5%381001A
UEPPENOUS$262.664M6.5%N381001R,,USP9434RAA88,XB2B,UEPPenonome n6.5%381001R
UG HEALTHCARE CORPORATIONLTD,,SGXE48766716,8K7,UGHealthcare
ULTRAGREEN.AI LIMITED,,SGXE24586385,ULG,ULTRAGREEN AI USD
ULTRATECHUS$400M2.8%N310216A,,US90403YAA73,MTZB,UltraTech n2.8%310216A
ULTRATECHUS$400M2.8%N310216R,,USY9048BAA18,WQ5B,UltraTech n2.8%310216R
UMS INTEGRATION LIMITED,,SG1J94892465,558,UMS
UNI-ASIA GROUP LIMITED,,SG1DG7000000,CHJ,Uni-Asia Grp
UNIGELLUXUS$420M8.75%N261001A,,US904752AB83,XS5B,UnigelLux n8.75%N261001A
UNIGELLUXUS$420M8.75%N261001R,,USL9467UAB37,MBZB,UnigelLux n8.75%N261001R
UNION GAS HOLDINGS LIMITED,,SG1DI1000002,1F2,Union Gas
UNION STEEL HOLDINGS LTD,,SGXE53154642,ZB9,UnionSteel
UNIONBKPHIUS$300M2.125%N251022,,XS2244367269,WGZB,UnionBkPhi2.125%251022S
UNITED FOOD HOLDINGS LIMITED,,BMG9232V2045,AZR,United Food
UNITED HAMPSHIRE US REIT,,SGXC39411175,ODBU,UtdHampshReitUSD
UNITED OVERSEAS AUSTRALIA LTD,,AU000000UOS4,EH5,UOA
UNITED OVERSEAS BANK LIMITED,,SG1M31001969,U11,UOB
UNITED OVERSEAS INSURANCE LTD,,SG1M91002014,U13,UOI
UNITEDMICROELECUS$400M Z260707,,XS2358241243,5YRB,UnitedMicroelectrz260707
UNIVERSAL RESOURCE & SVCS LTD,,SG1BI3000004,BGO,Universal Res
UNUSUAL LIMITED,,SG1DF5000004,1D1,UnUsUaL
UOB 5XLONGSOCGEN 261217,,LU2517565383,W9AW,UOB 5xLongSG261217
UOB 5XSHORTSOCGEN 261217,,LU2517565979,9XCW,UOB 5xShortSG261217
UOB A$300M F210406,,AU3FN0035291,6L6B,UOB f210406 S
UOB A$750M F251027,,AU3FN0057154,OMMB,UOB f251027 S
UOB APAC GREEN REIT ETF,,SGXC32426998,GRN,UOB AP GRN REIT S$
UOB APAC GREEN REIT ETF,,SGXC32426998,GRE,UOB AP GRN REIT US$
UOB AUD1B F280808,,AU3FN0090007,XFSB,UOB f280808 S
UOB AUD250M F240520,,AU3FN0060455,45BB,UOB f240520 S
UOB AUD2B F280228,,AU3FN0096244,W3FB,UOB f280228 S
UOB AUD300M4.67%N270416,,AU3CB0308609,OAIB,UOB n4.67%270416 S
UOB AUD750M F260316,,AU3FN0076170,MEXB,UOB f260316 S
UOB AUD750M4.642%N260316,,AU3CB0297729,PGPB,UOB n4.642%260316 S
UOB AUD900M F270224,,AU3FN0066544,VEJB,UOB f270224 S
UOB AUD950M F270416,,AU3FN0086633,RLDB,UOB f270416 S
UOB CNY650M4.5%N320406,,XS2463967369,LYBB,UOB n4.5%320406S
UOB EUR1B0.01%B271201,,XS2264978623,EHEB,UOB b0.01%271201 S
UOB EUR750M0.1%B290525,,XS2345845882,NMEB,UOB b0.1%290525 S
UOB EUR850M2.718%B301201,,XS3243417220,V4YB,UOB b2.718%301201S
UOB GBP750M F270913,,XS2900259404,5YBB,UOB f270913 S
UOB GBP750M F290608,,XS3247537452,HFGB,UOB f290608 S
UOB GBP850M F260921,,XS2387450476,5B8B,UOB f260921 S
UOB HK$1.2B0.635%N240816,,HK0000757747,WLUB,UOB n0.635%240816 S
UOB MB ECW251230,,SGXN93117426,LSTW,UOB MB eCW251230
UOB MB ECW260330,,SGXN87044073,9MRW,UOB MB eCW260330
UOB MB ECW260630,,SGXN35822554,VI8W,UOB MB eCW260630
UOB MB EPW251230,,SGXN87134866,PWXW,UOB MB ePW251230
UOB MB EPW260130,,SGXN89906022,ZYPW,UOB MB ePW260130
UOB MB EPW260630,,SGXN42015788,VJ7W,UOB MB ePW260630
UOB RMB5B2.3%B271022,,CND10008HFJ7,XQOB,UOB b2.3%271022S
UOB S$150M2.25%PERPCAPSEC,,SGXF91929004,GVBB,UOB n2.25%PerCapSec S
UOB S$600M2.55%PERPCAPSEC,,SGXF73188736,JBMB,UOB n2.55%PerCapSec S
UOB S$750M3.58%PERPCAPSEC,,SGXF48097749,1N1B,UOBn3.58%PerCapSec S
UOB SGD400M4.25%PERPCAPSEC,,SGXF56824851,HQBB,UOB 4.25%PerCapSec S
UOB SGD850M5.25%PERPCAPSEC,,SGXF92643398,XSFB,UOB 5.25%PerCapSec S
UOB US$100MZ501027,,XS2172502184,WYVB,UOB z501027S
UOB US$1B3.863%N321007A,,US91127KAH59,PDMB,UOB n3.863%321007A
UOB US$1B3.863%N321007R,,US91127LAH33,ZW4B,UOB n3.863%321007R
UOB US$35M Z450829,,XS2858470284,IUPB,UOB z450829S
UOB US$40M Z461005,,XS1498932885,4W6B,UOB z461005S
UOB US$40M Z461013,,XS1502916403,4Y4B,UOB z461013 S
UOB US$500M 2.5%N200318,,XS1111112782,16IB,UOB n2.5%200318 S
UOB US$500M F210423A,,US91127KAB89,8SHB,UOB f210423A
UOB US$500M F210423R,,US91127LAB62,8SIB,UOB f210423R
UOB US$50M Z360927,,XS1492626798,4T9B,UOB z360927 S
UOB US$50MZ430424,,XS2445389088,NAOB,UOB z430424S
UOB US$600M1.75%N310316,,XS2230275633,SXIB,UOB n1.75%310316S
UOB US$700M3.2%N210423A,,US91127KAA07,8SFB,UOB n3.2%210423A
UOB US$700M3.2%N210423R,,US91127LAA89,8SGB,UOB n3.2%210423R
UOB US$70MZ520916,,XS2377492272,WGWB,UOB z520916S
UOB US$750M1.25%N260414A,,US91127KAD46,TNVB,UOB n1.25%260414A
UOB US$750M1.25%N260414R,,US91127LAD29,9B5B,UOB n1.25%260414R
UOB US$750M2%N311014A,,US91127KAE29,SHQB,UOB n2%311014A
UOB US$750M2%N311014R,,US91127LAE02,QRZB,UOB n2%311014R
UOB US$750M3.059%N250407A,,US91127KAF93,YBTB,UOB n3.059%250407A
UOB US$750M3.059%N250407R,,US91127LAF76,LQHB,UOB n3.059%250407R
UOB US$800M4.401%N280402A,,US91127KAK88,9B6B,UOB n4.401%280402A
UOB US$800M4.401%N280402R,,US91127LAK61,ZAEB,UOB n4.401%280402R
UOB USD300M F300402A,,US91127KAM45,VBJB,UOB f300402 A
UOB USD300M F300402R,,US91127LAM28,Z3PB,UOB f300402 R
UOB USD350M F250407A,,US91127KAG76,OFVB,UOB f250407 A
UOB USD350M F250407R,,US91127LAG59,IEQB,UOB f250407 R
UOB USD900M F280402A,,US91127KAL61,TXEB,UOB f280402 A
UOB USD900M F280402R,,US91127LAL45,SPBB,UOB f280402 R
UOBAM FTSE CHINA A50 INDEX ETF,,SG1Y89950071,JK8,UOBAM FTSE CN A50 S$
UOBAM FTSE CHINA A50 INDEX ETF,,SG1Y89950071,VK8,UOBAM FTSE CN A50 US$
UOBAM PA FTSE ASEAN DIV ETF,PL,SGXC61123532,UPD,UOBAM PA FT ASEAN DV S$
UOBAM PA FTSE ASEAN DIV ETF,PL,SGXC61123532,UPU,UOBAM PA FT ASEAN DV US$
UOBAM PING AN CHINEXT ETF,,SGXC54700155,CXS,UOBAM PINGAN CHINEXT S$
UOBAM PING AN CHINEXT ETF,,SGXC54700155,CXU,UOBAM PINGAN CHINEXT US$
UOB-KAY HIAN HOLDINGS LIMITED,,SG1J21887414,U10,UOB Kay Hian
UOL GROUP LIMITED,,SG1S83002349,U14,UOL
UOLTREASURY S$225M2.78%N320715,,SGXF60902362,KFSB,UOLTreasuryn2.78%320715S
UOLTREASURY S$400M2.33%N280831,,SGXF31421195,EBQB,UOLTreasuryn2.33%280831S
UPL LIMITED GDR,,US90320U1152,BYS,GDR UPL US$
UPL US$300M4.5%N280308,,XS1789391148,8LSB,UPL n4.5%280308S
UPL US$500M4.625%N300616,,XS2189565992,XYMB,UPL n4.625%300616S
USP GROUP LIMITED,,SG1CH0000007,BRS,USP Group
VALLIANZ HOLDINGS LTD,,SGXE15078822,WPC,Vallianz
VALUEMAX GROUP LIMITED,,SG2G29997704,T6I,ValueMax
VALUEMAX GROUP LIMITED W260914,,SGXN90401724,9E9W,ValueMax W260914
VALUESUCCESCNY750M4.95%N190129,,HK0000182946,2X2B,ValueSuccn4.95%190129S
VALUESUCCESS$370M4.125%N190906,,XS1040814102,3A7B,ValueSuccn4.125%190906S
VALUETRONICS HOLDINGS LIMITED,,BMG9316Y1084,BN2,Valuetronics
VCPLUS LIMITED,,SG1CG7000002,43E,VCPlus
VEDANTA RES US$400M8%B230423A,,US92243XAB73,MUXB,Vedanta b8%230423A
